ID,Start,End
ENSP00000369757,217,249
ENSP00000480279,439,461
ENSP00000431117,476,536
ENSP00000322802,403,417
ENSP00000353246,244,300
ENSP00000481891,589,652
ENSP00000290349,231,277
ENSP00000434915,164,250
ENSP00000222728,214,233
ENSP00000481305,499,564
ENSP00000465551,223,248
ENSP00000347845,1595,1609
ENSP00000329662,189,213
ENSP00000443351,593,618
ENSP00000318607,279,345
ENSP00000360793,1760,1820
ENSP00000368801,356,376
ENSP00000371923,2288,2400
ENSP00000413996,1907,1962
ENSP00000222250,335,407
ENSP00000479523,687,720
ENSP00000292431,502,527
ENSP00000382941,448,504
ENSP00000381773,826,862
ENSP00000495701,362,464
ENSP00000415242,268,297
ENSP00000478739,276,297
ENSP00000417654,402,424
ENSP00000385123,138,185
ENSP00000491516,996,1027
ENSP00000353042,180,246
ENSP00000379506,161,215
ENSP00000462217,82,103
ENSP00000482372,215,239
ENSP00000349022,380,396
ENSP00000343671,997,1020
ENSP00000355001,465,500
ENSP00000364190,405,430
ENSP00000474388,631,777
ENSP00000401566,656,677
ENSP00000361602,577,646
ENSP00000345235,182,202
ENSP00000485959,203,231
ENSP00000353198,81,97
ENSP00000318697,423,446
ENSP00000429141,688,734
ENSP00000377710,297,323
ENSP00000428099,313,357
ENSP00000339867,925,988
ENSP00000438823,381,409
ENSP00000385747,506,543
ENSP00000484830,639,688
ENSP00000352928,66,102
ENSP00000234256,500,532
ENSP00000483286,171,216
ENSP00000363254,220,263
ENSP00000467395,553,574
ENSP00000454516,995,1062
ENSP00000410715,292,346
ENSP00000435439,112,165
ENSP00000368189,393,412
ENSP00000481601,427,451
ENSP00000350846,104,151
ENSP00000423991,38,63
ENSP00000455599,46,75
ENSP00000484420,78,140
ENSP00000354335,692,716
ENSP00000350090,301,320
ENSP00000480788,480,517
ENSP00000471865,486,584
ENSP00000373572,192,318
ENSP00000308067,307,333
ENSP00000488008,95,265
ENSP00000464257,271,293
ENSP00000295117,303,342
ENSP00000488408,116,158
ENSP00000349313,255,299
ENSP00000465712,187,234
ENSP00000373071,1019,1041
ENSP00000276654,804,859
ENSP00000368683,168,212
ENSP00000313410,627,645
ENSP00000257215,1014,1042
ENSP00000348757,554,595
ENSP00000388386,388,529
ENSP00000360891,446,472
ENSP00000263886,874,889
ENSP00000389071,178,201
ENSP00000330631,397,441
ENSP00000305527,332,356
ENSP00000415158,63,90
ENSP00000345968,550,576
ENSP00000367684,155,183
ENSP00000484913,147,341
ENSP00000428765,406,444
ENSP00000380478,1058,1074
ENSP00000484803,627,693
ENSP00000296315,509,526
ENSP00000374198,1166,1185
ENSP00000371576,1080,1105
ENSP00000320794,2207,2245
ENSP00000431355,717,749
ENSP00000342188,529,560
ENSP00000291536,261,309
ENSP00000430793,406,427
ENSP00000432106,174,223
ENSP00000353126,106,125
ENSP00000368887,377,392
ENSP00000479981,227,284
ENSP00000323693,96,210
ENSP00000262961,913,939
ENSP00000364691,1991,2017
ENSP00000439512,274,318
ENSP00000392283,267,288
ENSP00000400046,267,288
ENSP00000498087,111,148
ENSP00000361597,204,227
ENSP00000359532,388,418
ENSP00000254846,1648,1682
ENSP00000490780,1979,1998
ENSP00000421990,444,466
ENSP00000435770,154,181
ENSP00000401949,1131,1201
ENSP00000446993,470,503
ENSP00000403770,364,386
ENSP00000399042,344,378
ENSP00000481045,605,626
ENSP00000405606,302,320
ENSP00000303847,385,413
ENSP00000267890,1219,1244
ENSP00000377643,442,457
ENSP00000265107,635,654
ENSP00000263621,244,267
ENSP00000299954,245,266
ENSP00000483506,199,224
ENSP00000307341,179,206
ENSP00000385019,2193,2223
ENSP00000363524,1113,1232
ENSP00000431611,773,793
ENSP00000273320,735,754
ENSP00000309301,383,481
ENSP00000407761,554,580
ENSP00000307342,853,890
ENSP00000483011,276,324
ENSP00000380334,277,348
ENSP00000487041,1208,1233
ENSP00000379050,205,299
ENSP00000265245,625,658
ENSP00000458726,319,363
ENSP00000288221,922,957
ENSP00000482789,102,125
ENSP00000467847,316,369
ENSP00000349016,339,377
ENSP00000354607,541,585
ENSP00000478200,354,410
ENSP00000308591,411,431
ENSP00000488075,244,267
ENSP00000441140,1145,1167
ENSP00000483102,324,412
ENSP00000338561,147,188
ENSP00000403393,322,363
ENSP00000486251,198,224
ENSP00000305288,792,835
ENSP00000417464,368,461
ENSP00000339086,825,1049
ENSP00000222248,622,643
ENSP00000315948,120,159
ENSP00000378278,476,537
ENSP00000268482,1156,1227
ENSP00000338290,689,711
ENSP00000368799,643,674
ENSP00000479437,179,314
ENSP00000301921,336,388
ENSP00000387179,153,225
ENSP00000461230,296,345
ENSP00000297591,1718,1812
ENSP00000217402,185,224
ENSP00000358147,342,369
ENSP00000398559,267,288
ENSP00000401191,270,298
ENSP00000456727,963,987
ENSP00000261845,701,721
ENSP00000258168,528,547
ENSP00000282388,454,494
ENSP00000300403,632,747
ENSP00000461697,575,610
ENSP00000317333,245,272
ENSP00000321856,399,422
ENSP00000378418,410,484
ENSP00000384035,60,158
ENSP00000373016,281,360
ENSP00000486198,3353,3374
ENSP00000446317,208,248
ENSP00000422213,71,134
ENSP00000478052,96,132
ENSP00000479660,798,870
ENSP00000294725,1107,1135
ENSP00000497886,316,340
ENSP00000432661,121,156
ENSP00000260595,263,301
ENSP00000339992,718,761
ENSP00000478978,375,444
ENSP00000365725,378,404
ENSP00000349748,669,707
ENSP00000480357,318,379
ENSP00000362711,529,546
ENSP00000393460,1057,1076
ENSP00000292330,184,253
ENSP00000337209,299,335
ENSP00000391837,303,375
ENSP00000216468,236,325
ENSP00000457969,119,153
ENSP00000274000,240,302
ENSP00000366287,1056,1153
ENSP00000445826,369,447
ENSP00000386380,555,569
ENSP00000226225,268,316
ENSP00000309233,161,187
ENSP00000320089,264,301
ENSP00000486504,963,984
ENSP00000478666,229,289
ENSP00000399588,564,587
ENSP00000386558,138,152
ENSP00000393667,512,530
ENSP00000363303,63,98
ENSP00000482720,628,663
ENSP00000409937,1748,1820
ENSP00000299608,412,454
ENSP00000399411,77,104
ENSP00000369238,772,787
ENSP00000385282,67,97
ENSP00000430059,352,386
ENSP00000262213,345,374
ENSP00000379141,68,103
ENSP00000451717,68,105
ENSP00000278833,332,351
ENSP00000480202,158,186
ENSP00000295049,429,501
ENSP00000299441,3275,3298
ENSP00000345436,1390,1431
ENSP00000420331,374,399
ENSP00000494897,488,525
ENSP00000490170,808,881
ENSP00000294258,289,310
ENSP00000360028,193,222
ENSP00000430640,961,982
ENSP00000368797,645,684
ENSP00000478469,742,820
ENSP00000354414,439,461
ENSP00000359446,423,458
ENSP00000331983,1343,1371
ENSP00000303158,403,538
ENSP00000421336,55,74
ENSP00000478263,299,374
ENSP00000392164,1776,1823
ENSP00000351380,181,203
ENSP00000425456,340,378
ENSP00000423325,805,849
ENSP00000417581,304,388
ENSP00000329466,354,400
ENSP00000306407,113,178
ENSP00000319006,377,467
ENSP00000458506,184,207
ENSP00000397894,947,1132
ENSP00000311489,2369,2390
ENSP00000336914,705,725
ENSP00000278412,663,709
ENSP00000363616,517,578
ENSP00000293443,802,826
ENSP00000418721,324,347
ENSP00000484209,734,777
ENSP00000401819,319,352
ENSP00000268042,394,418
ENSP00000334497,496,549
ENSP00000412566,189,240
ENSP00000494292,962,1035
ENSP00000307129,264,294
ENSP00000309893,596,668
ENSP00000487697,869,890
ENSP00000423286,571,596
ENSP00000367177,1051,1070
ENSP00000370979,210,259
ENSP00000324755,72,98
ENSP00000368244,622,677
ENSP00000493252,3631,3703
ENSP00000380400,649,684
ENSP00000317468,167,201
ENSP00000463752,236,294
ENSP00000246549,300,330
ENSP00000477506,194,209
ENSP00000456401,428,632
ENSP00000306167,477,553
ENSP00000339781,152,234
ENSP00000473459,579,646
ENSP00000306697,152,172
ENSP00000483075,243,282
ENSP00000443271,162,218
ENSP00000414863,1169,1236
ENSP00000384040,491,553
ENSP00000466577,118,158
ENSP00000427569,780,874
ENSP00000346537,429,457
ENSP00000226319,787,842
ENSP00000434776,1014,1037
ENSP00000448747,183,222
ENSP00000371554,216,240
ENSP00000262094,199,218
ENSP00000268595,208,248
ENSP00000497857,100,125
ENSP00000159087,1182,1232
ENSP00000374187,746,784
ENSP00000361762,107,128
ENSP00000388909,165,187
ENSP00000469884,134,164
ENSP00000456390,200,227
ENSP00000291552,222,240
ENSP00000259989,124,223
ENSP00000488064,357,393
ENSP00000368667,604,631
ENSP00000307959,5482,5537
ENSP00000237837,175,251
ENSP00000384483,392,439
ENSP00000361952,250,330
ENSP00000478033,668,711
ENSP00000484765,75,101
ENSP00000262133,1089,1139
ENSP00000479504,577,599
ENSP00000407677,174,241
ENSP00000479606,1657,1679
ENSP00000316357,2539,2570
ENSP00000306844,814,833
ENSP00000478017,245,293
ENSP00000419457,637,691
ENSP00000262971,473,510
ENSP00000440413,959,1002
ENSP00000361773,213,266
ENSP00000316007,210,229
ENSP00000268704,755,788
ENSP00000492052,99,125
ENSP00000416418,576,597
ENSP00000268389,214,241
ENSP00000394744,169,211
ENSP00000344488,599,661
ENSP00000392489,105,129
ENSP00000367851,548,570
ENSP00000301908,98,176
ENSP00000319623,1219,1250
ENSP00000360594,241,276
ENSP00000475950,73,125
ENSP00000247781,671,757
ENSP00000429734,1023,1138
ENSP00000347889,2008,2025
ENSP00000383270,53,85
ENSP00000401335,129,182
ENSP00000344037,1281,1320
ENSP00000344609,182,296
ENSP00000418405,374,399
ENSP00000381164,669,697
ENSP00000436809,1131,1166
ENSP00000302177,469,520
ENSP00000399181,417,459
ENSP00000378631,307,347
ENSP00000396292,569,634
ENSP00000259983,79,152
ENSP00000426948,1621,1651
ENSP00000246080,145,199
ENSP00000359491,465,625
ENSP00000360186,1064,1231
ENSP00000391572,810,844
ENSP00000414964,258,283
ENSP00000478193,129,152
ENSP00000386772,218,285
ENSP00000479733,422,455
ENSP00000406499,810,844
ENSP00000276066,189,221
ENSP00000362047,426,449
ENSP00000338072,352,371
ENSP00000361252,352,422
ENSP00000442699,670,755
ENSP00000375392,269,294
ENSP00000340062,2391,2409
ENSP00000456894,428,632
ENSP00000363529,695,747
ENSP00000386049,1468,1494
ENSP00000414824,129,197
ENSP00000399982,652,714
ENSP00000317302,172,255
ENSP00000327396,848,873
ENSP00000485118,1309,1347
ENSP00000219313,281,324
ENSP00000398394,260,295
ENSP00000274054,464,494
ENSP00000483788,318,342
ENSP00000395742,223,259
ENSP00000311951,759,781
ENSP00000394832,304,331
ENSP00000492359,204,231
ENSP00000386821,859,904
ENSP00000351933,596,617
ENSP00000388086,506,533
ENSP00000246229,452,496
ENSP00000381267,853,899
ENSP00000362386,795,873
ENSP00000299886,922,980
ENSP00000410000,1416,1448
ENSP00000490209,116,139
ENSP00000257836,191,226
ENSP00000366684,1161,1298
ENSP00000423317,2186,2291
ENSP00000217159,703,722
ENSP00000497753,358,431
ENSP00000362802,467,490
ENSP00000345853,353,384
ENSP00000439992,399,471
ENSP00000220597,418,432
ENSP00000385461,384,405
ENSP00000474988,358,382
ENSP00000451176,271,293
ENSP00000481932,352,389
ENSP00000463936,675,716
ENSP00000362909,335,388
ENSP00000428848,1252,1286
ENSP00000368266,328,346
ENSP00000386444,383,405
ENSP00000321427,942,988
ENSP00000443475,499,519
ENSP00000397310,317,360
ENSP00000379044,1006,1030
ENSP00000481943,297,322
ENSP00000493167,275,317
ENSP00000333697,198,219
ENSP00000331363,608,627
ENSP00000454241,284,330
ENSP00000251108,483,514
ENSP00000443870,633,688
ENSP00000470813,144,165
ENSP00000349437,2442,2491
ENSP00000391901,489,567
ENSP00000481364,492,510
ENSP00000390785,260,295
ENSP00000449757,75,117
ENSP00000376988,635,664
ENSP00000353058,472,492
ENSP00000368278,660,696
ENSP00000293662,314,395
ENSP00000477437,392,423
ENSP00000409337,201,222
ENSP00000275246,517,626
ENSP00000424257,114,135
ENSP00000414946,678,821
ENSP00000481631,392,427
ENSP00000301407,129,155
ENSP00000352295,142,163
ENSP00000349954,144,165
ENSP00000378200,864,914
ENSP00000363879,561,617
ENSP00000346588,1342,1365
ENSP00000329877,2140,2173
ENSP00000457672,632,654
ENSP00000485018,269,291
ENSP00000381605,902,932
ENSP00000460274,902,932
ENSP00000429273,897,927
ENSP00000262241,463,485
ENSP00000465099,495,512
ENSP00000428603,900,930
ENSP00000256652,995,1021
ENSP00000252085,902,932
ENSP00000428288,895,923
ENSP00000390932,318,343
ENSP00000349147,920,951
ENSP00000434749,63,83
ENSP00000430024,904,932
ENSP00000441685,160,204
ENSP00000307235,1090,1116
ENSP00000458902,1039,1068
ENSP00000454967,367,382
ENSP00000327832,329,409
ENSP00000385300,189,228
ENSP00000463256,101,161
ENSP00000384203,452,476
ENSP00000384317,162,224
ENSP00000321650,440,516
ENSP00000394426,441,459
ENSP00000377385,766,794
ENSP00000469340,712,788
ENSP00000496907,123,179
ENSP00000384539,1058,1091
ENSP00000368460,383,406
ENSP00000390962,334,435
ENSP00000324944,473,495
ENSP00000322811,418,543
ENSP00000468772,366,405
ENSP00000418682,554,686
ENSP00000385309,385,415
ENSP00000412794,217,281
ENSP00000312811,523,543
ENSP00000244745,369,474
ENSP00000483750,578,600
ENSP00000313600,1368,1461
ENSP00000497083,361,384
ENSP00000494558,983,1101
ENSP00000398212,312,340
ENSP00000321021,249,333
ENSP00000457388,206,280
ENSP00000438264,532,560
ENSP00000337396,214,277
ENSP00000485691,96,116
ENSP00000480883,352,375
ENSP00000454948,277,301
ENSP00000496957,745,767
ENSP00000346981,125,146
ENSP00000397035,731,783
ENSP00000415299,378,402
ENSP00000462566,80,100
ENSP00000375147,483,517
ENSP00000320648,1449,1622
ENSP00000377218,300,349
ENSP00000483224,442,506
ENSP00000452481,608,630
ENSP00000440350,407,431
ENSP00000268720,611,633
ENSP00000480720,354,410
ENSP00000255784,197,229
ENSP00000373565,1143,1179
ENSP00000482886,424,448
ENSP00000480956,148,193
ENSP00000380045,94,122
ENSP00000471511,309,349
ENSP00000440245,138,169
ENSP00000456899,44,75
ENSP00000377221,335,377
ENSP00000477887,353,377
ENSP00000291934,161,177
ENSP00000416154,124,176
ENSP00000490669,73,108
ENSP00000362653,595,618
ENSP00000484634,429,466
ENSP00000483906,419,483
ENSP00000491073,617,684
ENSP00000436075,89,114
ENSP00000380983,108,159
ENSP00000271277,592,639
ENSP00000478481,274,299
ENSP00000371321,1111,1148
ENSP00000340758,569,600
ENSP00000375081,324,367
ENSP00000480476,1244,1288
ENSP00000413728,154,269
ENSP00000307939,1656,1684
ENSP00000482580,354,410
ENSP00000434399,375,432
ENSP00000270812,123,156
ENSP00000440424,192,221
ENSP00000485117,273,297
ENSP00000353518,1079,1134
ENSP00000379392,298,353
ENSP00000422097,478,530
ENSP00000371095,2019,2108
ENSP00000425375,478,530
ENSP00000423211,478,530
ENSP00000257290,1045,1089
ENSP00000422887,478,530
ENSP00000239446,775,800
ENSP00000447478,1006,1061
ENSP00000378563,95,129
ENSP00000446623,369,412
ENSP00000357163,147,202
ENSP00000443138,315,339
ENSP00000272771,355,374
ENSP00000347684,276,406
ENSP00000423276,107,192
ENSP00000361048,108,239
ENSP00000321646,695,789
ENSP00000248121,188,229
ENSP00000386229,536,566
ENSP00000357053,558,597
ENSP00000480595,352,438
ENSP00000230256,432,457
ENSP00000420215,606,629
ENSP00000481535,354,410
ENSP00000380514,277,308
ENSP00000481859,1176,1202
ENSP00000377646,443,497
ENSP00000299162,488,517
ENSP00000351310,2239,2263
ENSP00000427773,100,127
ENSP00000357178,1275,1297
ENSP00000309324,113,133
ENSP00000480087,277,341
ENSP00000438919,257,278
ENSP00000421039,71,274
ENSP00000437843,447,504
ENSP00000407104,476,510
ENSP00000477952,190,242
ENSP00000493341,220,304
ENSP00000271532,494,515
ENSP00000406872,250,279
ENSP00000304072,767,881
ENSP00000482926,918,933
ENSP00000269967,323,343
ENSP00000366182,248,428
ENSP00000302501,1171,1213
ENSP00000298282,429,472
ENSP00000221554,341,396
ENSP00000311873,718,846
ENSP00000497977,234,273
ENSP00000491294,395,546
ENSP00000292385,580,651
ENSP00000355469,564,616
ENSP00000274712,150,199
ENSP00000342818,435,464
ENSP00000266984,471,497
ENSP00000481770,252,268
ENSP00000484319,273,348
ENSP00000319831,585,631
ENSP00000228918,388,435
ENSP00000483975,277,341
ENSP00000357727,93,114
ENSP00000382783,194,225
ENSP00000480628,352,438
ENSP00000472894,53,102
ENSP00000393231,594,620
ENSP00000479489,94,120
ENSP00000365261,77,104
ENSP00000478529,560,581
ENSP00000477688,262,282
ENSP00000370178,2138,2199
ENSP00000331532,340,384
ENSP00000289753,338,440
ENSP00000364448,450,476
ENSP00000495070,2536,2581
ENSP00000367963,208,237
ENSP00000360406,2148,2340
ENSP00000470969,92,132
ENSP00000478241,288,304
ENSP00000325589,126,206
ENSP00000414302,243,261
ENSP00000259460,264,321
ENSP00000373614,382,402
ENSP00000354699,356,376
ENSP00000416375,207,229
ENSP00000478567,273,348
ENSP00000445662,463,526
ENSP00000322550,739,787
ENSP00000301522,169,198
ENSP00000409950,195,379
ENSP00000482238,663,737
ENSP00000389255,295,346
ENSP00000297477,398,413
ENSP00000442447,207,235
ENSP00000386213,1245,1341
ENSP00000242104,79,109
ENSP00000357282,550,614
ENSP00000477886,353,377
ENSP00000480062,288,304
ENSP00000272602,662,694
ENSP00000483345,610,671
ENSP00000268661,388,407
ENSP00000491504,874,924
ENSP00000480103,92,122
ENSP00000446001,429,456
ENSP00000402237,119,189
ENSP00000387583,2088,2154
ENSP00000438871,649,724
ENSP00000378674,347,407
ENSP00000478436,819,852
ENSP00000357181,311,371
ENSP00000422428,189,210
ENSP00000442332,125,207
ENSP00000472316,338,364
ENSP00000474505,59,102
ENSP00000357450,669,702
ENSP00000345095,387,404
ENSP00000364805,619,641
ENSP00000354775,685,708
ENSP00000339027,303,317
ENSP00000462588,83,104
ENSP00000312767,567,621
ENSP00000261741,922,960
ENSP00000393970,278,300
ENSP00000445210,192,213
ENSP00000485994,197,221
ENSP00000295314,323,345
ENSP00000364938,320,343
ENSP00000355512,376,402
ENSP00000407080,467,547
ENSP00000479792,186,209
ENSP00000451068,82,107
ENSP00000221954,186,244
ENSP00000445267,55,129
ENSP00000337261,794,927
ENSP00000356559,638,811
ENSP00000401285,440,474
ENSP00000380690,541,573
ENSP00000478918,281,321
ENSP00000483406,95,116
ENSP00000479317,212,271
ENSP00000326128,724,738
ENSP00000378534,506,556
ENSP00000357079,461,551
ENSP00000454659,659,687
ENSP00000420277,390,428
ENSP00000354964,2258,2279
ENSP00000362058,84,106
ENSP00000258229,1921,2137
ENSP00000399139,1205,1235
ENSP00000266771,556,577
ENSP00000468417,179,198
ENSP00000323326,645,735
ENSP00000348674,157,198
ENSP00000445979,522,536
ENSP00000309521,263,295
ENSP00000317992,697,749
ENSP00000376893,126,152
ENSP00000476061,277,301
ENSP00000303102,540,589
ENSP00000388174,400,422
ENSP00000488461,1945,1972
ENSP00000342927,748,811
ENSP00000485954,280,301
ENSP00000395587,647,777
ENSP00000296271,324,348
ENSP00000277942,348,430
ENSP00000342313,631,681
ENSP00000387406,403,483
ENSP00000404438,312,387
ENSP00000462028,147,172
ENSP00000466174,406,463
ENSP00000334294,478,500
ENSP00000364301,1768,1800
ENSP00000424512,584,608
ENSP00000484372,223,287
ENSP00000360488,233,315
ENSP00000375889,78,355
ENSP00000384809,63,140
ENSP00000484784,477,566
ENSP00000378479,1291,1318
ENSP00000260526,1179,1261
ENSP00000385365,205,221
ENSP00000371502,2358,2404
ENSP00000291759,418,499
ENSP00000341168,187,265
ENSP00000381036,1646,1667
ENSP00000457428,758,785
ENSP00000476393,389,417
ENSP00000390968,314,380
ENSP00000376265,499,533
ENSP00000482274,164,194
ENSP00000478099,212,271
ENSP00000478382,212,271
ENSP00000487580,173,200
ENSP00000342681,473,495
ENSP00000162391,552,574
ENSP00000359323,688,717
ENSP00000355523,451,487
ENSP00000356530,716,741
ENSP00000472430,493,518
ENSP00000363123,1504,1603
ENSP00000442224,237,293
ENSP00000380464,568,614
ENSP00000402857,296,326
ENSP00000386853,333,372
ENSP00000482460,212,271
ENSP00000473664,144,176
ENSP00000482201,273,348
ENSP00000358165,352,374
ENSP00000483776,352,375
ENSP00000397387,1426,1493
ENSP00000005286,906,1024
ENSP00000228887,295,345
ENSP00000441678,103,133
ENSP00000482845,290,319
ENSP00000449994,198,249
ENSP00000356951,133,177
ENSP00000470341,56,81
ENSP00000319799,242,346
ENSP00000427584,167,226
ENSP00000368644,336,380
ENSP00000291598,549,569
ENSP00000371571,326,345
ENSP00000353458,1535,1556
ENSP00000421364,149,205
ENSP00000483018,348,373
ENSP00000362300,817,857
ENSP00000480561,201,222
ENSP00000480334,690,715
ENSP00000424578,592,610
ENSP00000372969,178,201
ENSP00000353598,423,476
ENSP00000298281,1517,1555
ENSP00000414574,105,129
ENSP00000434213,68,90
ENSP00000299213,424,491
ENSP00000403652,941,1126
ENSP00000489425,859,898
ENSP00000369195,693,715
ENSP00000364324,1077,1096
ENSP00000379002,298,344
ENSP00000405395,287,309
ENSP00000322524,147,170
ENSP00000356016,2470,2489
ENSP00000362306,825,861
ENSP00000300057,146,268
ENSP00000264245,1308,1444
ENSP00000497217,303,376
ENSP00000311500,84,158
ENSP00000295589,410,428
ENSP00000372978,77,104
ENSP00000237654,358,377
ENSP00000405030,344,378
ENSP00000422533,1446,1469
ENSP00000380637,239,262
ENSP00000414224,180,206
ENSP00000480309,91,113
ENSP00000404439,1023,1138
ENSP00000342392,352,397
ENSP00000348242,496,511
ENSP00000433098,335,383
ENSP00000301204,466,493
ENSP00000418471,356,370
ENSP00000371024,399,445
ENSP00000489273,258,272
ENSP00000387619,186,265
ENSP00000478070,303,425
ENSP00000396754,1008,1063
ENSP00000468425,171,267
ENSP00000370569,112,160
ENSP00000432468,917,946
ENSP00000428428,177,203
ENSP00000377051,356,389
ENSP00000453743,380,431
ENSP00000385451,120,143
ENSP00000361902,141,236
ENSP00000263265,703,779
ENSP00000376744,321,472
ENSP00000291823,556,616
ENSP00000200453,630,674
ENSP00000354441,363,407
ENSP00000343464,218,327
ENSP00000489328,258,272
ENSP00000365160,140,164
ENSP00000468690,153,209
ENSP00000331298,133,164
ENSP00000274605,521,544
ENSP00000445328,1253,1299
ENSP00000348831,140,164
ENSP00000360502,830,858
ENSP00000336799,432,451
ENSP00000481123,274,348
ENSP00000376082,391,452
ENSP00000386226,412,430
ENSP00000216639,356,396
ENSP00000308339,1034,1060
ENSP00000481995,496,518
ENSP00000376097,412,535
ENSP00000343635,432,456
ENSP00000355510,1037,1081
ENSP00000362308,45,114
ENSP00000368412,198,241
ENSP00000421358,1058,1091
ENSP00000361670,520,546
ENSP00000428480,227,293
ENSP00000311949,836,860
ENSP00000271526,434,491
ENSP00000285381,230,260
ENSP00000478054,273,348
ENSP00000484035,390,451
ENSP00000327386,259,282
ENSP00000384198,988,1027
ENSP00000492666,398,492
ENSP00000446323,565,615
ENSP00000362103,437,451
ENSP00000371272,414,463
ENSP00000467018,550,598
ENSP00000482380,172,197
ENSP00000483998,1542,1603
ENSP00000478612,274,299
ENSP00000358831,298,314
ENSP00000487108,355,375
ENSP00000270223,641,674
ENSP00000272907,590,653
ENSP00000386629,318,345
ENSP00000353633,528,552
ENSP00000382688,1657,1690
ENSP00000423600,217,251
ENSP00000263347,433,473
ENSP00000356448,2296,2363
ENSP00000364801,614,641
ENSP00000421688,366,440
ENSP00000484436,59,84
ENSP00000340029,477,497
ENSP00000380687,129,173
ENSP00000354958,645,668
ENSP00000357342,747,774
ENSP00000352513,202,269
ENSP00000474962,301,478
ENSP00000295119,261,326
ENSP00000482402,212,271
ENSP00000483450,536,571
ENSP00000485922,183,233
ENSP00000479956,95,116
ENSP00000379861,732,798
ENSP00000480657,172,197
ENSP00000480392,536,571
ENSP00000393474,1428,1463
ENSP00000356849,592,609
ENSP00000350681,405,431
ENSP00000221566,248,313
ENSP00000337850,413,436
ENSP00000476499,446,495
ENSP00000358139,91,111
ENSP00000215555,214,246
ENSP00000413964,423,463
ENSP00000369548,275,298
ENSP00000366387,666,686
ENSP00000322956,323,362
ENSP00000489770,803,832
ENSP00000356212,146,169
ENSP00000299333,192,215
ENSP00000492435,451,500
ENSP00000222374,366,388
ENSP00000396150,363,384
ENSP00000497782,185,208
ENSP00000334552,281,321
ENSP00000477829,351,406
ENSP00000356836,733,755
ENSP00000403293,685,708
ENSP00000413531,256,270
ENSP00000437545,734,837
ENSP00000493098,621,642
ENSP00000358091,302,385
ENSP00000326107,555,703
ENSP00000431543,475,500
ENSP00000480581,78,136
ENSP00000411096,5036,5058
ENSP00000445093,539,570
ENSP00000245457,336,358
ENSP00000414909,1418,1468
ENSP00000425878,398,463
ENSP00000483195,62,152
ENSP00000355836,224,377
ENSP00000322396,288,365
ENSP00000374372,2306,2328
ENSP00000363338,482,520
ENSP00000493940,966,1044
ENSP00000479243,161,205
ENSP00000486283,160,182
ENSP00000367911,206,242
ENSP00000357841,333,365
ENSP00000344808,69,141
ENSP00000425417,227,267
ENSP00000488055,573,707
ENSP00000447122,311,332
ENSP00000342581,716,824
ENSP00000381535,375,407
ENSP00000382805,692,736
ENSP00000308413,435,482
ENSP00000399960,215,243
ENSP00000351717,695,718
ENSP00000483227,506,537
ENSP00000421463,146,206
ENSP00000482026,211,320
ENSP00000360069,1642,1677
ENSP00000362372,1680,1802
ENSP00000443486,225,262
ENSP00000304945,975,1007
ENSP00000295101,439,501
ENSP00000432279,170,199
ENSP00000469037,235,260
ENSP00000444747,510,537
ENSP00000472698,104,131
ENSP00000416113,53,77
ENSP00000434988,94,211
ENSP00000383840,244,282
ENSP00000314480,482,531
ENSP00000414453,884,927
ENSP00000302657,436,468
ENSP00000286794,215,229
ENSP00000373340,1198,1220
ENSP00000481239,216,254
ENSP00000454468,215,235
ENSP00000289902,64,86
ENSP00000278927,316,390
ENSP00000252242,567,590
ENSP00000468069,304,326
ENSP00000228865,93,120
ENSP00000479322,1298,1438
ENSP00000378764,534,598
ENSP00000393355,355,383
ENSP00000398250,2496,2548
ENSP00000359011,662,722
ENSP00000381953,295,323
ENSP00000402893,1206,1253
ENSP00000252250,499,564
ENSP00000332208,841,928
ENSP00000320957,42,317
ENSP00000372757,405,430
ENSP00000296098,368,400
ENSP00000361158,551,571
ENSP00000283937,229,250
ENSP00000220659,314,419
ENSP00000314518,250,306
ENSP00000390930,201,215
ENSP00000251472,1305,1570
ENSP00000382798,901,934
ENSP00000418198,526,581
ENSP00000353408,488,577
ENSP00000332812,338,395
ENSP00000446917,643,670
ENSP00000390829,978,1016
ENSP00000489900,797,817
ENSP00000310008,209,229
ENSP00000476345,1146,1167
ENSP00000383306,1321,1340
ENSP00000350698,413,455
ENSP00000483009,352,438
ENSP00000479285,401,424
ENSP00000380557,586,646
ENSP00000489742,391,422
ENSP00000387346,556,580
ENSP00000355979,332,356
ENSP00000336721,1003,1019
ENSP00000383067,387,416
ENSP00000361383,156,176
ENSP00000381917,890,914
ENSP00000386636,361,408
ENSP00000326858,432,455
ENSP00000397968,1522,1655
ENSP00000483200,274,349
ENSP00000452056,150,180
ENSP00000357986,361,404
ENSP00000282928,386,447
ENSP00000356214,186,235
ENSP00000352510,1388,1411
ENSP00000307879,114,145
ENSP00000389425,234,255
ENSP00000417116,170,194
ENSP00000340345,2533,2564
ENSP00000495518,301,384
ENSP00000238616,948,979
ENSP00000488199,280,335
ENSP00000390606,249,275
ENSP00000485364,475,530
ENSP00000366654,279,313
ENSP00000478809,151,175
ENSP00000331201,761,777
ENSP00000481788,352,438
ENSP00000447000,507,523
ENSP00000369943,521,550
ENSP00000365783,686,711
ENSP00000326699,577,610
ENSP00000323096,427,504
ENSP00000418668,312,364
ENSP00000418647,1050,1064
ENSP00000385829,142,173
